Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Huang Zhiwen;585088;CGX;1932;1990;1990;1990;3;4;0;1;0;4;0;unknownleader;1932;1947;1999;x
Lin Xunnan;585089;CGX;1935;1941;1990;1990;2;4;0;1;0;4;2;unknownleader;1935;1970;1999;x
Liu Yaohuan;585090;CGX;1930;1990;1990;1990;3;4;0;1;0;4;2;unknownleader;1930;1990;1999;x
Li Yangjing;585091;CGX;1929;1931;1990;1990;3;4;0;1;0;4;0;unknownleader;1929;1988;1999;x
Li Yunkun;585092;CGX;1931;1990;1990;1990;3;3;0;0;0;4;0;unknownleader;1931;1958;1999;x
Lu Ruirong;585093;CGX;1926;1990;1990;1990;3;4;16;1;0;4;0;unknownleader;1926;1979;1999;x
Ma Binghong;585094;CGX;1936;1945;1990;1990;3;3;1;1;0;4;0;unknownleader;1936;1958;1999;x
Mo Xide;585095;CGX;1930;1937;1990;1990;2;5;0;1;0;4;0;unknownleader;1930;1950;1999;x
Ouyang Ju;585096;CGX;1925;1990;1990;1990;3;3;2;0;0;4;0;unknownleader;1925;1958;1999;x
Tang Yuzong;585097;CGX;1930;1990;1990;1990;3;3;0;1;0;4;0;unknownleader;1930;1970;1999;x
Tan Langxing;585098;CGX;1926;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1926;1972;1999;x
Tan Qixiu;585099;CGX;1932;1933;1990;1990;2;4;16;1;0;4;0;unknownleader;1932;1949;1999;x
Tu Sizong;585100;CGX;1935;1939;1990;1990;3;3;0;1;0;4;0;unknownleader;1935;1981;1999;x
Wab Quance;585101;CGX;1933;1990;1990;1990;3;3;0;0;0;4;0;unknownleader;1933;1937;1999;x
Wang Maogong;585102;CGX;1926;1940;1990;1990;2;4;0;2;0;4;0;unknownleader;1926;1961;1999;x
Wang Yingyu;585103;CGX;1930;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1930;1982;1999;x
Wen Yanbin;585104;CGX;1922;1933;1990;1990;2;3;512;1;0;4;0;unknownleader;1922;1944;1999;x
Wu Jianxiong;585105;CGX;1929;1933;1990;1990;2;4;17;2;0;4;0;unknownleader;1929;1970;1999;x
Xie Yingbai;585106;CGX;1928;1942;1990;1990;3;2;1;1;0;4;0;unknownleader;1928;1964;1999;x
Yan Yingyu;585107;CGX;1936;1990;1990;1990;3;3;0;0;0;4;0;unknownleader;1936;1951;1999;x
Ye Gongwu;585108;CGX;1936;1990;1990;1990;3;2;1;0;0;4;0;unknownleader;1936;1970;1999;x
Ye Zhao;585109;CGX;1932;1937;1940;1990;3;2;512;1;0;4;0;unknownleader;1932;1953;1999;x
Zhang Dahua;585110;CGX;1936;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1936;1970;1999;x
Zhou Wuyi;585111;CGX;1927;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1927;1989;1999;x
Yu Zhongqi;585112;CGX;1928;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1928;1950;1999;x
Lin Zhenxiong;585113;CGX;1926;1937;1990;1990;3;2;0;1;0;4;1;unknownleader;1926;1964;1999;x
